team_id,category_id,category_rank,team_total_time,team_total_seconds,team_name,team_avg_time,team_avg_seconds
406,18,66,12:07:20,43640,TCSBC,1:30:55,5455
407,18,67,12:58:51,46731,Brown Bears,1:37:22,5842
408,18,68,13:13:03,47583,Lee's Benevolent Association of Canada,1:39:08,5948
409,18,69,15:35:09,56109,Spectrum Runners and Rollers,1:56:54,7014
410,18,70,15:54:10,57250,Joy1Hey Together,1:59:17,7157
411,18,71,16:53:27,60807,Indo-Africa Charitable Society,2:06:41,7601
412,18,72,18:45:10,67510,Abreast Dragon Divas,2:20:39,8439
413,19,53,8:02:11,28931,The Runners,1:00:17,3617
414,19,54,8:06:30,29190,Third Space,1:00:49,3649
415,19,55,8:06:31,29191,Intergulf Development Group,1:00:49,3649
416,19,56,8:18:09,29889,Castlebrook Income Properties,1:02:17,3737
417,19,57,8:22:03,30123,Intracorp Homes,1:02:46,3766
418,19,58,8:25:01,30301,Nova Drywall,1:03:08,3788
419,19,59,8:27:33,30453,Spire,1:03:27,3807
420,19,60,8:29:38,30578,FLYNN VANCOUVER,1:03:43,3823
421,19,61,8:30:12,30612,LMS Reinforcing Steel Group,1:03:47,3827
422,19,62,8:34:38,30878,Built Different (By Kevington),1:04:20,3860
423,19,63,8:34:42,30882,Concrete Crushers,1:04:21,3861
424,19,64,8:36:02,30962,Grosvenor,1:04:31,3871
425,19,65,8:36:59,31019,Kinetic Energy,1:04:38,3878
426,19,66,8:43:56,31436,REOTECH,1:05:30,3930
427,19,67,8:45:34,31534,Prism Construction,1:05:42,3942
428,19,68,8:55:52,32152,WA Architects,1:06:59,4019
429,19,69,9:18:13,33493,Trillium Project Management,1:09:47,4187
430,19,70,9:18:20,33500,Liberty Homes,1:09:48,4188
431,19,71,9:18:42,33522,Nucor Rebar Fabrication,1:09:51,4191
432,19,72,9:26:43,34003,Arcadis,1:10:51,4251
433,19,73,9:33:22,34402,VC FLOOR,1:11:41,4301
434,19,74,9:44:01,35041,Remdal Building Solutions,1:13:01,4381
435,19,75,10:30:40,37840,Qualico,1:18:50,4730
436,19,76,10:53:41,39221,Creekside Fun Runners,1:21:43,4903
437,20,7,8:01:49,28909,NAI Commercial,1:00:14,3614
438,20,8,8:08:45,29325,Taurus Commercial Property Management,1:01:06,3666
439,20,9,8:12:18,29538,Exp Realty,1:01:33,3693
440,20,10,8:18:41,29921,Avison Young,1:02:21,3741
441,20,11,8:38:19,31099,Team KELLEO,1:04:48,3888
442,20,12,8:46:16,31576,Macdonald Commercial RES Ltd.,1:05:47,3947
443,20,13,8:58:48,32328,BC STRATA Building Runners,1:07:21,4041
444,20,14,9:01:08,32468,WeWork,1:07:39,4059
445,20,15,9:02:25,32545,TD Vancouver WCCA Team,1:07:49,4069
446,20,16,9:09:39,32979,RE/MAX Treeland,1:08:43,4123
447,20,17,9:50:32,35432,Property Pacers,1:13:49,4429
448,20,18,10:10:13,36613,Allied Properties,1:16:17,4577
449,20,19,10:14:45,36885,Dwellers,1:16:51,4611
450,20,20,10:33:59,38039,BHAYANA REAL ESTATE GROUP,1:19:15,4755
451,20,21,10:36:00,38160,The Home Navigators,1:19:30,4770
452,20,22,10:44:46,38686,Birds Nest Properties,1:20:36,4836
453,20,23,11:11:27,40287,CENTRUM,1:23:56,5036
454,20,24,12:09:12,43752,Korecki,1:31:09,5469
455,20,25,13:31:03,48663,Associa26,1:41:23,6083
456,20,26,16:11:08,58268,Golden Runners,2:01:24,7284
457,21,14,8:34:38,30878,Don't be so Caustic,1:04:20,3860
458,21,15,9:44:16,35056,OceanaGold,1:13:02,4382
459,21,16,11:51:36,42696,Team Lhoist,1:28:57,5337
460,21,17,13:42:44,49364,AMC Consultants,1:42:51,6171
461,22,11,8:05:14,29114,BODY ENERGY CLUB,1:00:40,3640
462,22,12,8:20:18,30018,Stoko,1:02:33,3753
463,22,13,8:25:52,30352,Georgia Main Food Group,1:03:14,3794
464,22,14,8:27:12,30432,Meridian Farm Market,1:03:24,3804
465,22,15,8:41:21,31281,FAST AND THE FURIOUS,1:05:11,3911
466,22,16,8:53:46,32026,SAXX,1:06:44,4004
467,22,17,10:18:47,37127,Jan & Jul,1:17:21,4641
468,22,18,12:14:51,44091,H MART DOWNTOWN,1:31:52,5512
469,22,19,14:42:44,52964,Atlantic Chican Seafood,1:50:21,6621
470,23,7,8:13:03,29583,Kal Tire,1:01:38,3698
471,23,8,8:18:49,29929,Auto West Group,1:02:22,3742
472,23,9,8:23:20,30200,NaeNae & BaeBae,1:02:55,3775
473,23,10,8:26:13,30373,Miix in motion,1:03:17,3797
474,23,11,8:39:32,31172,Glentel Inc.,1:04:57,3897
475,23,12,8:56:35,32195,Lush,1:07:05,4025
476,23,13,9:10:57,33057,Cascadia Metals,1:08:53,4133
477,23,14,9:50:25,35425,Atkinson Landscaping,1:13:49,4429
478,23,15,10:08:56,36536,Sales. Snails & Family Trails,1:16:07,4567
479,23,16,10:53:09,39189,Oasis,1:21:39,4899
480,23,17,11:17:43,40663,TITANIUM FORD,1:24:43,5083
481,23,18,11:40:25,42025,Transcontinental Printing,1:27:34,5254
482,23,19,12:28:10,44890,All Cleared,1:33:32,5612
483,24,24,8:06:27,29187,SimStride,1:00:49,3649
484,24,25,8:09:11,29351,POCO RUN CLUB,1:01:09,3669
485,24,26,8:10:16,29416,Equilibrium Running,1:01:17,3677
486,24,27,8:15:41,29741,Arise Run Club,1:01:58,3718
487,24,28,8:19:42,29982,Pen Runners,1:02:28,3748
488,24,29,8:37:38,31058,Yang Penting Lari,1:04:43,3883
489,24,30,8:55:19,32119,Law in Motion,1:06:55,4015
490,24,31,9:00:37,32437,SLOW GIRLS RUN CLUB,1:07:35,4055
491,24,32,9:04:41,32681,UBC Sauder MBA '26,1:08:06,4086
492,24,33,9:05:56,32756,UNA,1:08:15,4095
493,24,34,9:13:09,33189,Zoomies Presents: Sunday Run Club,1:09:09,4149
494,24,35,9:24:00,33840,Team Pagibig,1:10:30,4230
495,24,36,9:41:08,34868,Sole Survivors,1:12:39,4359
496,24,37,10:55:10,39310,Strong as a Mother Run Club,1:21:54,4914
497,25,24,8:02:07,28927,Nice# Triathletes,1:00:16,3616
498,25,25,8:02:26,28946,UBC MOT FRASER,1:00:19,3619
499,25,26,8:06:29,29189,BassPace180bpm,1:00:49,3649
500,25,27,8:09:20,29360,Kyokushin kan Vancouver,1:01:10,3670
501,25,28,8:10:46,29446,SFU RUGBY CLUB,1:01:21,3681
502,25,29,8:17:06,29826,BCKC,1:02:09,3729
503,25,30,8:19:18,29958,The Two (Doughnut) Towers,1:02:25,3745
504,25,31,8:26:08,30368,Domtar,1:03:16,3796
505,25,32,8:26:42,30402,SEE,1:03:21,3801
506,25,33,8:31:12,30672,Motley Crew,1:03:54,3834
507,25,34,8:32:10,30730,VanCity Bhangra,1:04:02,3842
508,25,35,8:51:34,31894,K-Van Squash,1:06:27,3987
509,25,36,9:01:13,32473,H.O.D,1:07:40,4060
510,25,37,9:29:54,34194,Tsinghua Alumni,1:11:15,4275
511,25,38,9:34:23,34463,Kamloops Girls,1:11:48,4308
512,25,39,9:36:20,34580,Run Now. Wine Later,1:12:03,4323
513,25,40,9:43:36,35016,SWEET STRIDERS,1:12:57,4377
514,25,41,10:29:33,37773,PM Hive,1:18:42,4722
515,25,42,10:30:47,37847,THE COFFEE CLIMBERS,1:18:51,4731
516,25,43,11:12:20,40340,Sunshines <3,1:24:03,5043
517,25,44,11:15:22,40522,UPAABC,1:24:26,5066
518,25,45,11:23:57,41037,Row Models,1:25:30,5130
519,25,46,11:42:29,42149,Busenkai,1:27:49,5269
520,25,47,12:06:20,43580,Team Kashmir,1:30:48,5448
521,25,48,13:29:27,48567,The Cracks & Pops Joint Venture,1:41:11,6071
522,25,49,13:55:18,50118,Fearless Runners,1:44:25,6265
523,25,50,14:46:47,53207,Eventual Winners,1:50:51,6651
524,25,51,14:48:05,53285,Obhijatree,1:51:01,6661
525,25,52,15:59:30,57570,SHENSHEN'S,1:59:57,7197
526,25,53,18:01:20,64880,D-Fyance,2:15:10,8110
527,26,16,8:16:32,29792,HYB,1:02:04,3724
528,26,17,8:23:19,30199,COLLEY WEST SHIPPING LTD.,1:02:55,3775
529,26,18,8:23:58,30238,Commercial,1:03:00,3780
530,26,19,8:43:15,31395,AIR CANADA FLYERS,1:05:25,3925
531,26,20,8:47:49,31669,FLIGHT AT ITS FASTEST,1:05:59,3959
532,26,21,8:56:38,32198,No Fault Found,1:07:05,4025
533,26,22,9:00:17,32417,Heliproducts Industries Ltd,1:07:33,4053
534,26,23,9:04:37,32677,RRA Group,1:08:05,4085
535,26,24,9:06:00,32760,OLDENDORFF,1:08:15,4095
536,26,25,9:17:19,33439,CPC,1:09:40,4180
537,26,26,9:32:52,34372,LAMBORGHINI VANCOUVER,1:11:37,4297
538,26,27,9:49:27,35367,Purolator,1:13:41,4421
539,26,28,10:31:53,37913,NEW CENTURY GROUP,1:19:00,4740
540,26,29,10:37:10,38230,TEAM VANTAGE,1:19:39,4779
541,26,30,10:42:43,38563,Wallenius Wilhelmsen,1:20:21,4821
542,26,31,10:49:42,38982,ABCoast,1:21:13,4873
543,26,32,11:01:31,39691,Seair Beavers,1:22:42,4962
544,26,33,11:30:11,41411,Triple Eight Family,1:26:17,5177
545,26,34,11:54:21,42861,Arrow | RUN THE ROADS,1:29:18,5358
546,26,35,13:16:46,47806,Yang Ming Shipping Canada,1:39:36,5976
547,27,3,8:04:42,29082,Novus Wi-Flyers,1:00:36,3636
548,27,4,9:09:08,32948,Encepta Team,1:08:39,4119
549,27,5,9:25:08,33908,Quectel,1:10:39,4239
550,27,6,10:25:56,37556,Granville Groaners,1:18:15,4695
551,28,101,8:01:15,28875,studioHuB architects,1:00:10,3610
552,28,102,8:02:42,28962,Musqueam Indian Band,1:00:21,3621
553,28,103,8:03:11,28991,Conair 2026 Sun Run,1:00:24,3624
554,28,104,8:04:11,29051,Perkins Eastman,1:00:32,3632
555,28,105,8:05:06,29106,Cho Love - 10K Open,1:00:39,3639
556,28,106,8:05:11,29111,Team Horizon,1:00:39,3639
557,28,107,8:06:02,29162,Inhaus Running,1:00:46,3646
558,28,108,8:07:15,29235,Team MOVE,1:00:55,3655
559,28,109,8:11:36,29496,LEGENDs RUN CLUB,1:01:27,3687
560,28,110,8:12:03,29523,Land Runners,1:01:31,3691
561,28,111,8:12:13,29533,Infoblox,1:01:32,3692
562,28,112,8:16:34,29794,Watson Gloves,1:02:05,3725
563,28,113,8:17:26,29846,Universe Muay Thai,1:02:11,3731
564,28,114,8:18:55,29935,Galaxy Spuds,1:02:22,3742
565,28,115,8:21:37,30097,HEVVY HITTERS,1:02:43,3763
566,28,116,8:22:31,30151,StandardAero,1:02:49,3769
567,28,117,8:23:02,30182,Strand Runners,1:02:53,3773
568,28,118,8:23:42,30222,SPINCO BURNABY,1:02:58,3778
569,28,119,8:25:12,30312,JANICORP,1:03:09,3789
570,28,120,8:25:44,30344,Orca Bay Properties,1:03:13,3793
571,28,121,8:26:44,30404,Eminence Organic Skin Care,1:03:21,3801
572,28,122,8:35:43,30943,Acuitas Therapeutics,1:04:28,3868
573,28,123,8:35:55,30955,Team PPCR,1:04:30,3870
574,28,124,8:37:50,31070,Bird Vitalus Project,1:04:44,3884
575,28,125,8:40:24,31224,The Rock Runners,1:05:03,3903
576,28,126,8:40:58,31258,Maple Reinders Constructors Ltd.,1:05:08,3908
577,28,127,8:41:48,31308,Rival Group,1:05:14,3914
578,28,128,8:42:57,31377,Regency Ignition Force,1:05:23,3923
579,28,129,8:45:15,31515,JBC,1:05:40,3940
580,28,130,8:46:43,31603,MakerLabs,1:05:51,3951
581,28,131,8:46:52,31612,Just Runnin From Our Problems,1:05:52,3952
582,28,132,8:48:32,31712,Kandor,1:06:04,3964
583,28,133,8:54:07,32047,Rolling Stones,1:06:46,4006
584,28,134,8:54:13,32053,Toyota Runners,1:06:47,4007
585,28,135,8:55:02,32102,RED FM,1:06:53,4013
586,28,136,8:55:51,32151,CHRIS DIKEAKOS ARCHITECTS,1:06:59,4019
587,28,137,8:58:06,32286,No.1 Collision Group,1:07:16,4036
588,28,138,8:59:20,32360,CSA Group,1:07:25,4045
589,28,139,8:59:26,32366,Puratos Canada,1:07:26,4046
590,28,140,9:00:34,32434,Team Vitalus,1:07:35,4055
591,28,141,9:01:05,32465,SAMLEX AMERICA TEAM,1:07:39,4059
592,28,142,9:01:07,32467,Aaristacrats,1:07:39,4059
593,28,143,9:01:56,32516,TAIWAN,1:07:45,4065
594,28,144,9:05:30,32730,RUN FOREST RUN!,1:08:12,4092
595,28,145,9:06:22,32782,Richmond Steel Recycling,1:08:18,4098
596,28,146,9:06:26,32786,Molicel Chargers,1:08:19,4099
597,28,147,9:07:22,32842,Mi Famiglia,1:08:26,4106
598,28,148,9:09:42,32982,Caf  Carlos,1:08:43,4123
599,28,149,9:10:03,33003,Battery Rams,1:08:46,4126
600,28,150,9:12:15,33135,Inventa Pacers,1:09:02,4142
601,28,151,9:17:55,33475,CAC,1:09:45,4185
602,28,152,9:18:18,33498,Offworld,1:09:48,4188
603,28,153,9:20:36,33636,PNP,1:10:05,4205
604,28,154,9:21:46,33706,OXDTF,1:10:14,4214
605,28,155,9:21:47,33707,Salit Steel BC,1:10:14,4214
606,28,156,9:25:10,33910,Storkcraft,1:10:39,4239
607,28,157,9:26:50,34010,AVANADE,1:10:52,4252
608,28,158,9:27:52,34072,INTERNATIONAL WATER-GUARD INDUSTRIES INC.,1:10:59,4259
609,28,159,9:29:08,34148,ORCA SEAFOODS,1:11:09,4269
610,28,160,9:29:29,34169,Accurpress,1:11:12,4272
611,28,161,9:30:50,34250,Team Spica,1:11:22,4282
612,28,162,9:36:39,34599,GO! FRANCISCANS,1:12:05,4325
613,28,163,9:37:52,34672,Forwardspace,1:12:14,4334
614,28,164,9:41:22,34882,Garaventa Lift,1:12:41,4361
615,28,165,9:42:59,34979,PRACHACHON,1:12:53,4373
616,28,166,9:43:44,35024,Kim's Choice Food Inc,1:12:58,4378
617,28,167,9:48:10,35290,Ritchie Bros,1:13:32,4412
618,28,168,9:48:24,35304,Borealis Biosciences,1:13:33,4413
619,28,169,9:48:43,35323,Earnscliffe,1:13:36,4416
620,28,170,9:51:10,35470,Type One Energy Vancouver,1:13:54,4434
621,28,171,9:51:17,35477,SINDY STRONG,1:13:55,4435
622,28,172,9:51:54,35514,UY PILIPINS,1:14:00,4440
623,28,173,9:55:17,35717,Run For Daisy,1:14:25,4465
624,28,174,9:55:52,35752,Inland,1:14:29,4469
625,28,175,10:02:29,36149,SSA Marine Canada Ltd.,1:15:19,4519
626,28,176,10:02:47,36167,TFN SEAQUAM STRIDERS,1:15:21,4521
627,28,177,10:03:09,36189,KMBR SUN RUNNERS,1:15:24,4524
628,28,178,10:06:21,36381,Red Pill Labs,1:15:48,4548
629,28,179,10:08:34,36514,Canfisco Group,1:16:05,4565
630,28,180,10:09:23,36563,Ideal Welders,1:16:11,4571
631,28,181,10:13:25,36805,WJ Packaging Solutions,1:16:41,4601
632,28,182,10:18:17,37097,Texcan Trailblazers,1:17:18,4638
633,28,183,10:23:24,37404,TEAM CASCADIA,1:17:56,4676
634,28,184,10:23:46,37426,Team Blue,1:17:59,4679
635,28,185,10:24:02,37442,Fertin Canada - Mint Masters,1:18:01,4681
636,28,186,10:27:34,37654,M Moser Associates,1:18:27,4707
637,28,187,10:29:09,37749,PROLAB,1:18:39,4719
638,28,188,10:33:40,38020,Montship Inc.,1:19:13,4753
639,28,189,10:35:22,38122,Buns on the Run,1:19:26,4766
640,28,190,10:40:45,38445,MADNESS,1:20:06,4806
641,28,191,10:44:39,38679,Hartung Glass Runners,1:20:35,4835
642,28,192,10:45:17,38717,TEAM GUZZO,1:20:40,4840
643,28,193,10:45:49,38749,30 Minute Hit,1:20:44,4844
644,28,194,10:50:49,39049,Confidence in Motion,1:21:22,4882
645,28,195,10:51:00,39060,TEAM HIGHLAND,1:21:23,4883
646,28,196,10:53:25,39205,ASCO,1:21:41,4901
647,28,197,10:53:56,39236,ADENTRA,1:21:45,4905
648,28,198,10:57:35,39455,Sterigenics,1:22:12,4932
649,28,199,11:17:55,40675,Tricity Tenacity,1:24:45,5085
650,28,200,11:23:42,41022,Falkbuilt by Innovior,1:25:28,5128
651,28,201,11:35:09,41709,SOA,1:26:54,5214
652,28,202,11:49:34,42574,Lotus LED Lights,1:28:42,5322
653,28,203,11:50:45,42645,Chan'ce Family,1:28:51,5331
654,28,204,11:55:51,42951,SWIFT,1:29:29,5369
655,28,205,12:11:04,43864,STORMTEC,1:31:23,5483
656,28,206,12:17:44,44264,Voltech Alarm & Sprint,1:32:13,5533
657,28,207,12:19:46,44386,THE STEVENS COMPANY,1:32:29,5549
658,28,208,12:23:54,44634,Team Heinrichs,1:33:00,5580
659,28,209,12:28:35,44915,Hundies Frosted Runaways,1:33:35,5615
660,28,210,12:31:30,45090,Hope Knees Last,1:33:57,5637
661,28,211,12:45:47,45947,Avino Silver & Gold Mines Ltd.,1:35:44,5744
662,28,212,12:48:46,46126,Alternatives,1:36:06,5766
663,28,213,14:00:44,50444,Multigraphics Ltd.,1:45:06,6306
664,28,214,14:38:21,52701,ESK JANITORIAL,1:49:48,6588
665,28,215,16:37:46,59866,Klondike Cold Storage,2:04:44,7484
666,29,54,8:01:45,28905,Camosun Coureurs,1:00:14,3614
667,29,55,8:06:45,29205,RUN4FUN,1:00:51,3651
668,29,56,8:18:01,29881,Fast and Curious,1:02:16,3736
669,29,57,8:19:08,29948,Carney Running Stars,1:02:24,3744
670,29,58,8:19:15,29955,47 Captain Vancouver Sea Cadets,1:02:25,3745
671,29,59,8:24:46,30286,BC SUPER KINGS,1:03:06,3786
672,29,60,8:32:46,30766,583 Coronation Squadron,1:04:06,3846
673,29,61,8:35:18,30918,Burnaby South Rebels,1:04:25,3865
674,29,62,8:40:15,31215,Team VATA - Youth,1:05:02,3902
675,29,63,8:40:43,31243,John Knox Christian School,1:05:06,3906
676,29,64,8:50:51,31851,L'Ecole Bilingue,1:06:22,3982
677,29,65,8:51:09,31869,Meadowridge,1:06:24,3984
678,29,66,8:58:52,32332,Queen Mary Eagles,1:07:22,4042
679,29,67,9:17:16,33436,Nelson Tigers,1:09:40,4180
680,29,68,9:29:21,34161,Forest Grove Elementary School,1:11:11,4271
681,29,69,10:45:19,38719,RUN TITANS RUN,1:20:40,4840
682,29,70,12:11:52,43912,St. Lawrence Strength,1:31:29,5489
683,29,71,12:37:30,45450,OLGC Knights,1:34:42,5682
